"Probe_ID","Paper_DML","DeltaBeta_Heavy_minus_Light","Direction","Chromosome","Position"
"cg48013781_BC21","Obese_UP",0.0551173043670001,"Higher_methylation_in_Heavy","chrX",133589216
"cg48017412_TC11","Obese_UP",0.0578943054050215,"Higher_methylation_in_Heavy","chrX",134120130
"cg48021871_BC21","Obese_UP",0.053393437449963,"Higher_methylation_in_Heavy","chrX",134614504
"cg48034780_BC21","Lean_UP",-0.0504174378887142,"Higher_methylation_in_Light","chrX",136743241
"cg48039536_TC21","Lean_UP",-0.102032537818197,"Higher_methylation_in_Light","chrX",137424310
"cg48051129_TC21","Obese_UP",0.0511397576939048,"Higher_methylation_in_Heavy","chrX",139795223
"cg48051913_BC11","Obese_UP",0.0609872437083423,"Higher_methylation_in_Heavy","chrX",139871945
"cg48057172_BC21","Lean_UP",-0.0806559699756753,"Higher_methylation_in_Light","chrX",140541583
"cg48057297_TC11","Obese_UP",0.0710266300745825,"Higher_methylation_in_Heavy","chrX",140559487
"cg48059827_BC21","Obese_UP",0.0530675935849232,"Higher_methylation_in_Heavy","chrX",140890840
"cg48111271_TC21","Lean_UP",-0.0514010947497768,"Higher_methylation_in_Light","chrX",151859508
"cg48121311_TC21","Obese_UP",0.0554097262646714,"Higher_methylation_in_Heavy","chrX",153499231
"cg48121667_TC21","Obese_UP",0.0566549348296357,"Higher_methylation_in_Heavy","chrX",153558820
"cg48157457_BC21","Obese_UP",0.0739029664718917,"Higher_methylation_in_Heavy","chrX",160672094
"cg48165499_BC11","Obese_UP",0.0525188041045378,"Higher_methylation_in_Heavy","chrX",162157655
"cg48177419_BC21","Obese_UP",0.0619389027224828,"Higher_methylation_in_Heavy","chrX",164039571
"cg48188775_BC21","Obese_UP",0.0751590576133328,"Higher_methylation_in_Heavy","chrX",166178266
"cg48196150_BC21","Obese_UP",0.0525267732398249,"Higher_methylation_in_Heavy","chrX",167320765
"cg48196171_TC21","Obese_UP",0.0501388152969873,"Higher_methylation_in_Heavy","chrX",167323443
"cg48205368_TC21","Obese_UP",0.0501262929688556,"Higher_methylation_in_Heavy","chrX",169298719
"cg48208326_BC21","Obese_UP",0.0575464888617197,"Higher_methylation_in_Heavy","chrX",169925701
"cg48208348_TC21","Obese_UP",0.0539617505069912,"Higher_methylation_in_Heavy","chrX",169927144
"cg48210175_BC21","Lean_UP",-0.0616614179293421,"Higher_methylation_in_Light","chrX",170676535
"cg48212379_TC21","Obese_UP",0.0532899345218206,"Higher_methylation_in_Heavy","chrY",827261
"cg48218917_BC21","Obese_UP",0.0530444531986832,"Higher_methylation_in_Heavy","chrY",2281949
"cg48219186_TC21","Obese_UP",0.0680741711605383,"Higher_methylation_in_Heavy","chrY",2339070
"cg48220163_BC11","Obese_UP",0.0567445329866727,"Higher_methylation_in_Heavy","chrY",2523774
"cg48222394_TC21","Lean_UP",-0.0535935260052833,"Higher_methylation_in_Light","chrY",3912187
"cg48222815_TC21","Obese_UP",0.053095588089682,"Higher_methylation_in_Heavy","chrY",3993715
"cg48223294_TC21","Obese_UP",0.0855409795329783,"Higher_methylation_in_Heavy","chrY",4053158
"ctl-BS-RPS6KA6-CA-R-60909_BO21","Obese_UP",0.0711783587237192,"Higher_methylation_in_Heavy",NA,NA
"ctl-BS-SARS-CT-R-2516_TC21","Obese_UP",0.0629845098375077,"Higher_methylation_in_Heavy",NA,NA
"ctl-NP-RARS-4740-TT-1_BC21","Obese_UP",0.0607497443674738,"Higher_methylation_in_Heavy",NA,NA
"rs33381927_BC21","Obese_UP",0.0511369999561641,"Higher_methylation_in_Heavy","chr8",38251352
"rs36605103_BC21","Lean_UP",-0.0793884805419459,"Higher_methylation_in_Light","chr6",141746212
